视频地址,弹幕地址,弹幕时间,弹幕内容
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:37,太好了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:36,好耶好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:27,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:56,耶！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:46,冻   结
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:13,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:24,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:50,太棒了！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:35,很好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:00,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:22,身体不能打就别打，戴紧口罩
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:28,想买票就必须先入境
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:16,重点来了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:52,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:23,模块化场馆即视感
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:03,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:58,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:21,在这打篮球很凉快吧
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:06,芜湖
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:05,一局发展人报道
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:47,我有机会抢到票啦
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 20:02,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:49,我要花滑的票，你们别抢
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:42,好耶！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:29,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:59,俄罗斯朋友
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:49,那就是，提提前到中国
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:21,因为开完夏奥很多场馆还能接着用，选北京节省成本
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:10,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:47,干得漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:12,好耶ヾ(Ő∀Ő๑)ﾉ
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:12,那也一票难求
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:12,票从哪买？想去看
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:27,燕窝体育馆
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:49,这么快(⊙o⊙)！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:00,支持
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:54,狂喜
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:53,yeah~~~
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:15,太帅了，祖国！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:14,哈哈哈哈好棒啊
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:00,就等这句话呢！干得漂亮！！！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:37,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:29,好耶  安全第一
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:20,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:19,漂亮！！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:21,也就是说国外运动员要来就提前两个月来，隔离然后核酸检测
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:06,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:04,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:41,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:09,美国冰球和篮球也是这样的
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:19,挺好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:46,想看冬奥会 估计得提前入境隔离治疗
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:42,6666
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:29,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:28,支持
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:25,牛逼
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:04,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:04,想起那年阅兵，想起那年的俄罗斯。
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:51,篮球冻手
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:29,好！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:43,吉尼斯有啥也不是，这是文化瑰宝
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:14,太强了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:56,牛啊
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:58,niu
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:22,牛蛙
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:55,我去
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:43,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:27,想去
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:48,想看了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:50,厉害了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:42,太6了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:46,你们以为这样就能容易买到票了吗！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:50,好想去呜呜呜
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:08,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:45,允许好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:32,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:27,耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:12,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:42,哈哈哈
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:55,这个好，支持！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:44,非常好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:35,干得漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:14,妙啊
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:03,666666
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:38,也就我们国家疫情防控做得好，才能卖票
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:38,赞赞赞
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:26,都不错了，东京奥运会都不让人现场看
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:24,好好哈哈
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:16,好好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:16,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:04,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:46,nice
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:13,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:53,相关要求是什么？
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:51,好家伙
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:45,好好  鼓掌
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:26,北京大多数高校都有志愿者参与
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:02,直接拒绝
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:35,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:17,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:08,哇塞
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:53,赞
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:39,冰球冰壶速滑花滑都很好看啊！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:45,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:37,说隔离一个月那位，你知道会有多少观众吗？隔离到你崩溃
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:23,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:12,意思是要打疫苗吗，慢性病人不适合打疫苗的体质怎么办
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:02,我能买到吗
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:44,秀
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:27,没毛病
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:21,干的漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:08,很好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:53,牛牛牛
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:48,好耶！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:44,境外的来了隔离！然后就闭幕了（狗头）
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:56,非常好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:59,平行大回转！！！
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:57,牛啊
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:28,漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:20,？
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:06,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:31,dior爆了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:27,好啊
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:57,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:19,"woc,6小时"
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:38,干得漂亮
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:00,666
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:58,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:40,省钱就好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:16,nb
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:37,吉尼斯世界纪录有屁用
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:36,科技的力量
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:29,强啊
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:19,在场有没有志愿者？
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:46,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:32,我觉的国外的要看先隔离1个月先
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:10,省钱了
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:07,好
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:03,好耶
https://www.bilibili.com/video/BV17770,http://comment.bilibili.com/418074411.xml,2021-10-02 19:53,这也太狠了
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 17:30,BBC:中国鄙视外国人，不要求外国人进入冬奥会会场
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:16,基建狂魔开启模块化道路
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:20,想起植物大战僵尸。。。
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 22:01,好耶ヾ(Ő∀Ő๑)ﾉ太好惹
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:34,这可以省很多小钱钱
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:35,篮球冻手哈哈哈
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:00,这才是大国风范
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:26,教教日本人什么叫做环保
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:33,什么叫负责任的奥运会啊(后仰)
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:23,不能说没有夏奥好看，只是冬奥的项目普通人接触的少，所以观赏起来有些障碍。
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-10 20:06,好怕有恶意带毒的又来搞破坏
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 23:11,可以售纪念票，多搞点小钱钱
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:49,让隔壁岛国看看什么TM的叫TM的真正的奥运会
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:34,21天还是有点儿少了。小心复阳啊，要留有后手
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:11,真正主场
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:44,让咱们再次教教他们什么才是真正地冬奥会！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:48,参与过建设
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:52,太负责太有章程了
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:47,咱们坐咱自己屋里对不对，哈哈
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:13,伟大的祖国啊 您总是让我无比骄傲
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:36,好家伙，那打篮球岂不是很凉快
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-27 10:14,有理有据
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-17 23:50,提前来符合要求那肯定可以的啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-11 12:26,省钱、环保、安全～为祖国点个赞
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-10 19:04,那就是绿色的健康码咯
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-10 19:02,看到这个车就想起植物大战僵尸
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-09 21:17,已经十月了
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-09 21:09,已经十月了
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-08 22:05,我生日诶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-05 21:48,好诶！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-04 07:02,中建一局！！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 11:25,太强了
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 11:58,那是不是打篮球的时候很凉快呀！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 10:59,贵州人民疯狂好耶(*ˊૢᵕˋૢ*)
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 09:40,怕是又有选手出来作妖，说限制了他们的“自由”
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 08:41,干得漂亮
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 03:05,二氧化碳最近贡献挺多啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 01:31,水系进化成冰系
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-03 00:38,好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 23:24,一看见白头盔就想到了驻巴门把手
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 23:00,住在中国的外国人应该能去
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 22:12,我可以安心的去看了
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:44,这个场馆好像我们公司有参建
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:28,河北手工耿口音
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:19,安排的妥妥的
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:39,08年奥运我们为奥运付出了很多，现在东奥会感觉就是花点小钱请你们来看看，非常大气和霸气。
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:17,牛逼
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:13,东京奥运会也不接纳海外观众
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:54,所以请注意“境内”，意思就是你可以提前来提前隔离完，然后应该也可以买票
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 21:04,还是祖国专业
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:56,环保！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:17,好耶好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:48,千万不能让病毒进来
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:20,让世界看看什么叫负责
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:01,冰蓝球馆！！！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 20:11,漂亮，就该这样！！！大赞！！！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:31,梦回2008，好想回去啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:46,真有安全感
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:31,必须的
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:38,正道的光
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:02,冰壶，第一次看冬奥的项目，觉得蛮有意思的
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:55,打脸了吧前面的
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:04,也就是首都要是省会都承担不起
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:52,好样的！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:57,好事，疫情防控会好做很多
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:20,就等您这句话，足够儿
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:08,干得漂亮
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-02 19:07,没毛病
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2022-01-29 21:58,好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2022-01-06 22:58,好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2022-01-04 21:12,好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-12-20 19:39,好耶！
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-12-08 23:52,好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-12-08 23:43,好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-12-06 21:48,在哪可以买到呢
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-21 22:19,安全才有小钱钱666
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:29,没办法转圈制作制造者疫苗想法了啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:15,疫苗制作装置制造出来不玩脑子想法了啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:57,太简单了啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:41,新冠肺炎药剂科技术语接龙群了啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:28,铁饼运动员入场票没有了啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:08,喝药剂科技术语音聊天啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:36,我是来控制世界思考问题了啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:08,更多明细设备还没有用啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-06 12:42,我去找你这些事情看法发展的打败了啊
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-11-02 02:24,鸟巢是挺不错的
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-30 17:39,好
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-30 16:12,好耶
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-30 16:56,自娱自乐
https://www.bilibili.com/video/BV1Np4y1B799t,http://comment.bilibili.com/418074411.xml,2021-10-30 16:02,好耶
